日期,USD/CNY,中美利差（10年期）,中国M2环比增速,美国M2环比增速,中国外汇储备,中国CPI,美国CPI,中美短期利差,USD/CNY
2014/11/21,6.1387,1.3394,0,0,0,0,0,2.486,6.1387
2014/11/24,6.142,1.1717,0,0,0,0,0,2.454,6.142
2014/11/25,6.139,1.2626,0,0,0,0,0,2.459,6.139
2014/11/26,6.1354,1.2778,0,0,0,0,0,2.473,6.1354
2014/11/28,6.1345,1.3519,0.007838559,0.0068,3.699652582,1.4,0.8,2.528,6.1345
2014/12/1,6.1369,1.2785,0,0,0,0,0,2.516,6.1369
2014/12/2,6.1325,1.2613,0,0,0,0,0,2.523,6.1325
2014/12/3,6.1376,1.3418,0,0,0,0,0,2.514,6.1376
2014/12/4,6.1411,1.4273,0,0,0,0,0,2.512,6.1411
2014/12/5,6.1373,1.4689,0,0,0,0,0,2.508,6.1373
2014/12/8,6.1282,1.5328,0,0,0,0,0,2.521,6.1282
2014/12/9,6.1231,1.5402,0,0,0,0,0,2.52,6.1231
2014/12/10,6.1195,1.5381,0,0,0,0,0,2.523,6.1195
2014/12/11,6.1153,1.5592,0,0,0,0,0,2.526,6.1153
2014/12/12,6.1184,1.6683,0,0,0,0,0,2.531,6.1184
2014/12/15,6.1152,1.6665,0,0,0,0,0,2.544,6.1152
2014/12/16,6.1182,1.6912,0,0,0,0,0,2.548,6.1182
2014/12/17,6.1137,1.6017,0,0,0,0,0,2.636,6.1137
2014/12/18,6.1195,1.5534,0,0,0,0,0,3,6.1195
2014/12/19,6.1205,1.5506,0,0,0,0,0,3.476,6.1205
2014/12/22,6.122,1.547,0,0,0,0,0,3.572,6.122
2014/12/23,6.123,1.3914,0,0,0,0,0,3.537,6.123
2014/12/24,6.1247,1.3335,0,0,0,0,0,3.476,6.1247
2014/12/26,6.1186,1.3819,0,0,0,0,0,3.356,6.1186
2014/12/29,6.1205,1.4173,0.016382591,0.006,3.671152971,1.5,-0.1,3.285,6.1205
2014/12/30,6.1224,1.4293,0,0,0,0,0,3.25,6.1224
2014/12/31,6.119,1.4519,0,0,0,0,0,3.468,6.119
2015/1/5,6.1248,1.5911,0,0,0,0,0,3.301,6.1248
2015/1/6,6.1256,1.6973,0,0,0,0,0,2.912,6.1256
2015/1/7,6.1269,1.6718,0,0,0,0,0,2.761,6.1269
2015/1/8,6.1302,1.6235,0,0,0,0,0,2.71,6.1302
2015/1/9,6.1296,1.6848,0,0,0,0,0,2.685,6.1296
2015/1/12,6.1233,1.7281,0,0,0,0,0,2.633,6.1233
2015/1/13,6.1195,1.6786,0,0,0,0,0,2.547,6.1195
2015/1/14,6.1205,1.6861,0,0,0,0,0,2.516,6.1205
2015/1/15,6.1193,1.8184,0,0,0,0,0,2.511,6.1193
2015/1/16,6.1188,1.6707,0,0,0,0,0,2.503,6.1188
2015/1/20,6.1226,1.6801,0,0,0,0,0,2.587,6.1226
2015/1/21,6.1268,1.5922,0,0,0,0,0,2.668,6.1268
2015/1/22,6.1247,1.5801,0,0,0,0,0,2.651,6.1247
2015/1/23,6.1342,1.663,0,0,0,0,0,2.608,6.1342
2015/1/26,6.1384,1.6061,0,0,0,0,0,2.568,6.1384
2015/1/27,6.1364,1.6029,0,0,0,0,0,2.564,6.1364
2015/1/28,6.1282,1.7577,0.011641159,0.0109,3.659686316,0.8,0,2.57,6.1282
2015/1/29,6.1335,1.7406,0,0,0,0,0,2.655,6.1335
2015/1/30,6.137,1.8629,0,0,0,0,0,2.753,6.137
2015/2/2,6.1385,1.7989,0,0,0,0,0,2.769,6.1385
2015/2/3,6.1369,1.6553,0,0,0,0,0,2.8344,6.1369
2015/2/4,6.1318,1.7119,0,0,0,0,0,2.863,6.1318
2015/2/5,6.1366,1.5848,0,0,0,0,0,2.746,6.1366
2015/2/6,6.1261,1.4745,0,0,0,0,0,2.746,6.1261
2015/2/9,6.1311,1.4456,0,0,0,0,0,2.692,6.1311
2015/2/10,6.1295,1.4259,0,0,0,0,0,2.732,6.1295
2015/2/11,6.1315,1.3745,0,0,0,0,0,2.812,6.1315
2015/2/12,6.1333,1.3985,0,0,0,0,0,2.938,6.1333
2015/2/13,6.1288,1.3082,0,0,0,0,0,2.971,6.1288
2015/2/17,6.133,1.1923,0,0,0,0,0,3.28,6.133
2015/2/25,6.1384,1.377,0,0,0,0,0,3.218,6.1384
2015/2/26,6.1379,1.3284,0,0,0,0,0,3.188,6.1379
2015/2/27,6.1475,1.3785,0.011829082,0.0014,3.590887348,1.4,-0.1,3.258,6.1475
2015/3/2,6.1513,1.2993,0,0,0,0,0,3.333,6.1513
2015/3/3,6.1543,1.2802,0,0,0,0,0,3.33,6.1543
2015/3/4,6.1525,1.2679,0,0,0,0,0,3.336,6.1525
2015/3/5,6.1528,1.3199,0,0,0,0,0,3.323,6.1528
2015/3/6,6.1533,1.2283,0,0,0,0,0,3.296,6.1533
2015/3/9,6.1563,1.3002,0,0,0,0,0,3.261,6.1563
2015/3/10,6.1572,1.4018,0,0,0,0,0,3.23,6.1572
2015/3/11,6.1597,1.3376,0,0,0,0,0,3.237,6.1597
2015/3/12,6.1617,1.3312,0,0,0,0,0,3.3544,6.1617
2015/3/13,6.1588,1.3699,0,0,0,0,0,3.326,6.1588
2015/3/16,6.1615,1.4561,0,0,0,0,0,3.283,6.1615
2015/3/17,6.1585,1.4908,0,0,0,0,0,3.256,6.1585
2015/3/18,6.1556,1.6339,0,0,0,0,0,3.259,6.1556
2015/3/19,6.146,1.5648,0,0,0,0,0,3.212,6.146
2015/3/20,6.1496,1.5638,0,0,0,0,0,3.174,6.1496
2015/3/23,6.1448,1.5843,0,0,0,0,0,3.097,6.1448
2015/3/24,6.1398,1.6111,0,0,0,0,0,3.108,6.1398
2015/3/25,6.141,1.5767,0,0,0,0,0,3.09,6.141
2015/3/26,6.1375,1.548,0,0,0,0,0,3.106,6.1375
2015/3/27,6.1397,1.6078,0.014235725,0.0033,3.608315971,1.4,-0.2,3.086,6.1397
2015/3/30,6.1402,1.6319,0,0,0,0,0,3.083,6.1402
2015/3/31,6.1422,1.7213,0,0,0,0,0,3.123,6.1422
2015/4/1,6.1434,1.7407,0,0,0,0,0,2.967,6.1434
2015/4/2,6.1396,1.6308,0,0,0,0,0,2.875,6.1396
2015/4/7,6.1305,1.7117,0,0,0,0,0,2.646,6.1305
2015/4/8,6.1345,1.7878,0,0,0,0,0,2.563,6.1345
2015/4/9,6.1338,1.741,0,0,0,0,0,2.479,6.1338
2015/4/10,6.137,1.7457,0,0,0,0,0,2.369,6.137
2015/4/13,6.1395,1.7385,0,0,0,0,0,2.275,6.1395
2015/4/14,6.1407,1.7211,0,0,0,0,0,2.242,6.1407
2015/4/15,6.134,1.7054,0,0,0,0,0,2.177,6.134
2015/4/16,6.1305,1.665,0,0,0,0,0,2.168,6.1305
2015/4/17,6.1267,1.6977,0,0,0,0,0,2.138,6.1267
2015/4/20,6.1255,1.5694,0,0,0,0,0,1.957,6.1255
2015/4/21,6.128,1.4945,0,0,0,0,0,1.872,6.128
2015/4/22,6.129,1.4232,0,0,0,0,0,1.819,6.129
2015/4/23,6.1281,1.4611,0,0,0,0,0,1.778,6.1281
2015/4/24,6.1241,1.5314,0,0,0,0,0,1.721,6.1241
2015/4/27,6.122,1.4692,0,0,0,0,0,1.676,6.122
2015/4/28,6.1209,1.3774,0.004312711,0.0025,3.572697234,1.5,0,1.629,6.1209
2015/4/29,6.1169,1.354,0,0,0,0,0,1.609,6.1169
2015/4/30,6.1137,1.3153,0,0,0,0,0,1.61,6.1137
2015/5/4,6.1165,1.2344,0,0,0,0,0,1.489,6.1165
2015/5/5,6.118,1.2186,0,0,0,0,0,1.434,6.118
2015/5/6,6.1156,1.204,0,0,0,0,0,1.393,6.1156
2015/5/7,6.1113,1.2621,0,0,0,0,0,1.359,6.1113
2015/5/8,6.1147,1.2283,0,0,0,0,0,1.313,6.1147
2015/5/11,6.1132,1.0882,0,0,0,0,0,1.215,6.1132
2015/5/12,6.1155,1.1532,0,0,0,0,0,1.16,6.1155
2015/5/13,6.1123,1.1052,0,0,0,0,0,1.117,6.1123
2015/5/14,6.1093,1.1453,0,0,0,0,0,1.052,6.1093
2015/5/15,6.1085,1.2427,0,0,0,0,0,0.948,6.1085
2015/5/18,6.1079,1.1769,0,0,0,0,0,0.922,6.1079
2015/5/19,6.1098,1.1411,0,0,0,0,0,0.913,6.1098
2015/5/20,6.1125,1.1712,0,0,0,0,0,0.912,6.1125
2015/5/21,6.1139,1.2307,0,0,0,0,0,0.913,6.1139
2015/5/22,6.1131,1.201,0,0,0,0,0,0.907,6.1131
2015/5/26,6.1172,1.3794,0,0,0,0,0,0.92,6.1172
2015/5/27,6.1198,1.3755,0,0,0,0,0,0.92,6.1198
2015/5/28,6.1202,1.4302,0.02076827,0.0038,3.556037805,1.2,0.1,0.923,6.1202
2015/5/29,6.1196,1.4724,0,0,0,0,0,0.959,6.1196
2015/6/1,6.1207,1.4574,0,0,0,0,0,0.907,6.1207
2015/6/2,6.1225,1.322,0,0,0,0,0,0.914,6.1225
2015/6/3,6.1176,1.2501,0,0,0,0,0,0.909,6.1176
2015/6/4,6.1164,1.2822,0,0,0,0,0,0.917,6.1164
2015/6/5,6.1181,1.1724,0,0,0,0,0,0.921,6.1181
2015/6/8,6.1205,1.1793,0,0,0,0,0,0.931,6.1205
2015/6/9,6.1179,1.1145,0,0,0,0,0,0.941,6.1179
2015/6/10,6.1173,1.1052,0,0,0,0,0,0.953,6.1173
2015/6/11,6.115,1.2387,0,0,0,0,0,0.96,6.115
2015/6/12,6.1167,1.2326,0,0,0,0,0,0.974,6.1167
2015/6/15,6.1169,1.3081,0,0,0,0,0,0.991,6.1169
2015/6/16,6.1155,1.3009,0,0,0,0,0,0.991,6.1155
2015/6/17,6.1158,1.2852,0,0,0,0,0,1.011,6.1158
2015/6/18,6.1126,1.239,0,0,0,0,0,1.062,6.1126
2015/6/19,6.1104,1.3215,0,0,0,0,0,1.137,6.1104
2015/6/23,6.1119,1.1914,0,0,0,0,0,1.165,6.1119
2015/6/24,6.1142,1.2349,0,0,0,0,0,1.208,6.1142
2015/6/25,6.1148,1.1908,0,0,0,0,0,1.227,6.1148
2015/6/26,6.1137,1.134,0,0,0,0,0,1.227,6.1137
2015/6/29,6.1168,1.275,0.019886798,0.0041,3.51509633,1.4,0.2,1.2,6.1168
2015/6/30,6.1136,1.2486,0,0,0,0,0,1.177,6.1136
2015/7/1,6.1149,1.1857,0,0,0,0,0,1.033,6.1149
2015/7/2,6.1171,1.2363,0,0,0,0,0,1.0308,6.1171
2015/7/6,6.1172,1.2017,0,0,0,0,0,1.037,6.1172
2015/7/7,6.1166,1.1811,0,0,0,0,0,1.046,6.1166
2015/7/8,6.1175,1.2337,0,0,0,0,0,1.057,6.1175
2015/7/9,6.1151,1.1188,0,0,0,0,0,1.068,6.1151
2015/7/10,6.1153,1.0875,0,0,0,0,0,1.08,6.1153
2015/7/13,6.1133,1.0554,0,0,0,0,0,1.094,6.1133
2015/7/14,6.1165,1.1371,0,0,0,0,0,1.108,6.1165
2015/7/15,6.1152,1.1935,0,0,0,0,0,1.115,6.1152
2015/7/16,6.1173,1.1648,0,0,0,0,0,1.123,6.1173
2015/7/17,6.1192,1.1653,0,0,0,0,0,1.152,6.1192
2015/7/20,6.1197,1.1209,0,0,0,0,0,1.15,6.1197
2015/7/21,6.1199,1.1904,0,0,0,0,0,1.174,6.1199
2015/7/22,6.1168,1.1875,0,0,0,0,0,1.193,6.1168
2015/7/23,6.1172,1.2061,0,0,0,0,0,1.202,6.1172
2015/7/24,6.1169,1.1982,0,0,0,0,0,1.207,6.1169
2015/7/27,6.1176,1.2442,0,0,0,0,0,1.234,6.1176
2015/7/28,6.1154,1.1901,0.014849258,0.004,3.51509633,1.6,0.2,1.248,6.1154
2015/7/29,6.115,1.1412,0,0,0,0,0,1.287,6.115
2015/7/30,6.1165,1.1832,0,0,0,0,0,1.308,6.1165
2015/7/31,6.1172,1.2882,0,0,0,0,0,1.39,6.1172
2015/8/3,6.1169,1.32,0,0,0,0,0,1.348,6.1169
2015/8/4,6.1177,1.247,0,0,0,0,0,1.357,6.1177
2015/8/5,6.1186,1.2001,0,0,0,0,0,1.368,6.1186
2015/8/6,6.1181,1.233,0,0,0,0,0,1.377,6.1181
2015/8/7,6.1174,1.2893,0,0,0,0,0,1.389,6.1174
2015/8/10,6.1162,1.2435,0,0,0,0,0,1.417,6.1162
2015/8/11,6.2298,1.3826,0,0,0,0,0,1.436,6.2298
2015/8/12,6.3306,1.3922,0,0,0,0,0,1.464,6.3306
2015/8/13,6.401,1.3263,0,0,0,0,0,1.491,6.401
2015/8/14,6.3975,1.3042,0,0,0,0,0,1.527,6.3975
2015/8/17,6.3969,1.3476,0,0,0,0,0,1.551,6.3969
2015/8/18,6.3966,1.3206,0,0,0,0,0,1.595,6.3966
2015/8/19,6.3963,1.3911,0,0,0,0,0,1.638,6.3963
2015/8/20,6.3915,1.4321,0,0,0,0,0,1.68,6.3915
2015/8/21,6.3864,1.4501,0,0,0,0,0,1.697,6.3864
2015/8/24,6.3862,1.4581,0,0,0,0,0,1.716,6.3862
2015/8/25,6.3987,1.3797,0,0,0,0,0,1.729,6.3987
2015/8/26,6.4043,1.249,0,0,0,0,0,1.646,6.4043
2015/8/27,6.4085,1.1992,0,0,0,0,0,1.619,6.4085
2015/8/28,6.3986,1.1963,0.00273426,0.0045,3.383024261,2,0,1.634,6.3986
2015/8/31,6.3893,1.1112,0,0,0,0,0,1.721,6.3893
2015/9/1,6.3752,1.1412,0,0,0,0,0,1.681,6.3752
2015/9/2,6.3619,1.1122,0,0,0,0,0,1.891,6.3619
2015/9/8,6.3639,1.1743,0,0,0,0,0,1.757,6.3639
2015/9/9,6.3632,1.1528,0,0,0,0,0,1.756,6.3632
2015/9/10,6.3772,1.1183,0,0,0,0,0,1.759,6.3772
2015/9/11,6.3719,1.1534,0,0,0,0,0,1.7601,6.3719
2015/9/14,6.3709,1.1473,0,0,0,0,0,1.759,6.3709
2015/9/15,6.3665,1.0184,0,0,0,0,0,1.759,6.3665
2015/9/16,6.3712,1.0143,0,0,0,0,0,1.76,6.3712
2015/9/17,6.367,1.1284,0,0,0,0,0,1.759,6.367
2015/9/18,6.3607,1.1765,0,0,0,0,0,1.76,6.3607
2015/9/21,6.3676,1.1214,0,0,0,0,0,1.761,6.3676
2015/9/22,6.3721,1.1935,0,0,0,0,0,1.768,6.3721
2015/9/23,6.3773,1.1844,0,0,0,0,0,1.768,6.3773
2015/9/24,6.3791,1.19,0,0,0,0,0,1.769,6.3791
2015/9/25,6.3785,1.1441,0,0,0,0,0,1.777,6.3785
2015/9/28,6.3729,1.1926,0.002137225,0.0031,3.393986464,1.6,0.2,1.78,6.3729
2015/9/29,6.366,1.1857,0,0,0,0,0,1.777,6.366
2015/9/30,6.3613,1.2012,0,0,0,0,0,1.919,6.3613
2015/10/8,6.3505,1.1389,0,0,0,0,0,1.779,6.3505
2015/10/9,6.3493,1.0586,0,0,0,0,0,1.776,6.3493
2015/10/12,6.3406,1.0788,0,0,0,0,0,1.772,6.3406
2015/10/13,6.3231,1.0644,0,0,0,0,0,1.77,6.3231
2015/10/14,6.3408,1.0664,0,0,0,0,0,1.77,6.3408
2015/10/15,6.3402,1.0624,0,0,0,0,0,1.771,6.3402
2015/10/16,6.3436,1.0866,0,0,0,0,0,1.769,6.3436
2015/10/19,6.3527,1.0984,0,0,0,0,0,1.772,6.3527
2015/10/20,6.3614,0.9925,0,0,0,0,0,1.773,6.3614
2015/10/21,6.3473,1.0336,0,0,0,0,0,1.775,6.3473
2015/10/22,6.3497,1.0236,0,0,0,0,0,1.784,6.3497
2015/10/23,6.3595,0.953,0,0,0,0,0,1.789,6.3595
2015/10/26,6.3549,0.962,0,0,0,0,0,1.72,6.3549
2015/10/27,6.3494,0.943,0,0,0,0,0,1.68,6.3494
2015/10/28,6.3536,0.886,0.000882483,0.0069,3.310017355,1.3,0.5,1.676,6.3536
2015/10/29,6.3596,0.878,0,0,0,0,0,1.678,6.3596
2015/10/30,6.3495,0.914,0,0,0,0,0,1.728,6.3495
2015/11/2,6.3154,0.8765,0,0,0,0,0,1.673,6.3154
2015/11/3,6.331,0.862,0,0,0,0,0,1.672,6.331
2015/11/4,6.3343,0.9081,0,0,0,0,0,1.67,6.3343
2015/11/5,6.3381,0.879,0,0,0,0,0,1.667,6.3381
2015/11/6,6.3459,0.8,0,0,0,0,0,1.667,6.3459
2015/11/9,6.3578,0.8609,0,0,0,0,0,1.666,6.3578
2015/11/10,6.3602,0.8641,0,0,0,0,0,1.663,6.3602
2015/11/11,6.3614,0.7916,0,0,0,0,0,1.662,6.3614
2015/11/12,6.3628,0.8201,0,0,0,0,0,1.664,6.3628
2015/11/13,6.3655,0.8501,0,0,0,0,0,1.666,6.3655
2015/11/16,6.375,0.8642,0,0,0,0,0,1.654,6.375
2015/11/17,6.374,0.8572,0,0,0,0,0,1.652,6.374
2015/11/18,6.3796,0.8672,0,0,0,0,0,1.661,6.3796
2015/11/19,6.3791,0.8932,0,0,0,0,0,1.665,6.3791
2015/11/20,6.378,0.8611,0,0,0,0,0,1.664,6.378
2015/11/23,6.3867,0.8872,0,0,0,0,0,1.665,6.3867
2015/11/24,6.3888,0.8687,0,0,0,0,0,1.665,6.3888
2015/11/25,6.3877,0.8513,0,0,0,0,0,1.665,6.3877
2015/11/27,6.3915,0.8383,0.0095518,0.0051,3.206121431,1.5,0.7,1.666,6.3915
2015/11/30,6.3962,0.8324,0,0,0,0,0,1.708,6.3962
2015/12/1,6.3973,0.9054,0,0,0,0,0,1.658,6.3973
2015/12/2,6.3958,0.8674,0,0,0,0,0,1.656,6.3958
2015/12/3,6.3982,0.7094,0,0,0,0,0,1.657,6.3982
2015/12/4,6.3851,0.7524,0,0,0,0,0,1.657,6.3851
2015/12/7,6.3985,0.792,0,0,0,0,0,1.654,6.3985
2015/12/8,6.4078,0.7785,0,0,0,0,0,1.656,6.4078
2015/12/9,6.414,0.7858,0,0,0,0,0,1.649,6.414
2015/12/10,6.4236,0.7678,0,0,0,0,0,1.649,6.4236
2015/12/11,6.4358,0.8611,0,0,0,0,0,1.648,6.4358
2015/12/14,6.4495,0.8056,0,0,0,0,0,1.638,6.4495
2015/12/15,6.4559,0.7477,0,0,0,0,0,1.638,6.4559
2015/12/16,6.4626,0.7027,0,0,0,0,0,1.64,6.4626
2015/12/17,6.4757,0.7607,0,0,0,0,0,1.423,6.4757
2015/12/18,6.4814,0.7368,0,0,0,0,0,1.446,6.4814
2015/12/21,6.4753,0.6861,0,0,0,0,0,1.483,6.4753
2015/12/22,6.4746,0.624,0,0,0,0,0,1.515,6.4746
2015/12/23,6.4731,0.587,0,0,0,0,0,1.543,6.4731
2015/12/24,6.4755,0.556,0,0,0,0,0,1.564,6.4755
2015/12/28,6.475,0.5641,0.013318777,0.0106,3.110363165,1.6,1.4,1.579,6.475
2015/12/29,6.4864,0.4981,0,0,0,0,0,1.575,6.4864
2015/12/30,6.4895,0.5321,0,0,0,0,0,1.585,6.4895
2015/12/31,6.4936,0.5522,0,0,0,0,0,1.791,6.4936
2016/1/4,6.5032,0.628,0,0,0,0,0,1.635,6.5032
2016/1/5,6.5169,0.6521,0,0,0,0,0,1.638,6.5169
2016/1/6,6.5314,0.7161,0,0,0,0,0,1.62,6.5314
2016/1/7,6.5646,0.7021,0,0,0,0,0,1.606,6.5646
2016/1/8,6.5636,0.7202,0,0,0,0,0,1.598,6.5636
2016/1/11,6.5626,0.6437,0,0,0,0,0,1.591,6.5626
2016/1/12,6.5628,0.6837,0,0,0,0,0,1.591,6.5628
2016/1/13,6.563,0.6327,0,0,0,0,0,1.59,6.563
2016/1/14,6.5616,0.6603,0,0,0,0,0,1.59,6.5616
2016/1/15,6.5637,0.7094,0,0,0,0,0,1.596,6.5637
2016/1/19,6.5596,0.7404,0,0,0,0,0,1.599,6.5596
2016/1/20,6.5578,0.8234,0,0,0,0,0,1.613,6.5578
2016/1/21,6.5585,0.7634,0,0,0,0,0,1.644,6.5585
2016/1/22,6.5572,0.7171,0,0,0,0,0,1.648,6.5572
2016/1/25,6.5557,0.853,0,0,0,0,0,1.629,6.5557
2016/1/26,6.5548,0.8586,0,0,0,0,0,1.617,6.5548
2016/1/27,6.5533,0.8986,0,0,0,0,0,1.615,6.5533
2016/1/28,6.5528,0.9046,0.017237664,0.0065,3.082857055,1.8,1,1.612,6.5528
2016/1/29,6.5516,0.9189,0,0,0,0,0,1.699,6.5516
2016/2/1,6.5539,0.8868,0,0,0,0,0,1.607,6.5539
2016/2/2,6.551,1.0298,0,0,0,0,0,1.604,6.551
2016/2/3,6.5521,1.0088,0,0,0,0,0,1.603,6.5521
2016/2/4,6.5419,1.009,0,0,0,0,0,1.603,6.5419
2016/2/5,6.5314,1.0105,0,0,0,0,0,1.604,6.5314
2016/2/16,6.513,1.0586,0,0,0,0,0,1.594,6.513
2016/2/17,6.5237,1.0191,0,0,0,0,0,1.598,6.5237
2016/2/18,6.5152,1.0941,0,0,0,0,0,1.571,6.5152
2016/2/19,6.5186,1.0821,0,0,0,0,0,1.558,6.5186
2016/2/22,6.5165,1.0876,0,0,0,0,0,1.554,6.5165
2016/2/23,6.5273,1.1291,0,0,0,0,0,1.553,6.5273
2016/2/24,6.5302,1.1156,0,0,0,0,0,1.576,6.5302
2016/2/25,6.5318,1.1511,0,0,0,0,0,1.634,6.5318
2016/2/26,6.5338,1.0911,0,0,0,0,0,1.678,6.5338
2016/2/29,6.5452,1.1122,0.00586034,0.0051,3.092732376,2.3,0.9,1.717,6.5452
2016/3/1,6.5385,1.0257,0,0,0,0,0,1.608,6.5385
2016/3/2,6.549,1.0402,0,0,0,0,0,1.592,6.549
2016/3/3,6.5412,1.0652,0,0,0,0,0,1.587,6.5412
2016/3/4,6.5284,1.0192,0,0,0,0,0,1.59,6.5284
2016/3/7,6.5113,1.0263,0,0,0,0,0,1.591,6.5113
2016/3/8,6.5041,1.1042,0,0,0,0,0,1.59,6.5041
2016/3/9,6.5106,1.0128,0,0,0,0,0,1.59,6.5106
2016/3/10,6.5127,0.9293,0,0,0,0,0,1.587,6.5127
2016/3/11,6.4905,0.8653,0,0,0,0,0,1.585,6.4905
2016/3/14,6.4913,0.8894,0,0,0,0,0,1.589,6.4913
2016/3/15,6.5079,0.8724,0,0,0,0,0,1.583,6.5079
2016/3/16,6.5172,0.8924,0,0,0,0,0,1.586,6.5172
2016/3/17,6.4961,0.9174,0,0,0,0,0,1.6,6.4961
2016/3/18,6.4628,0.9459,0,0,0,0,0,1.62,6.4628
2016/3/21,6.4824,0.9135,0,0,0,0,0,1.628,6.4824
2016/3/22,6.4971,0.8864,0,0,0,0,0,1.637,6.4971
2016/3/23,6.4936,0.9517,0,0,0,0,0,1.63,6.4936
2016/3/24,6.515,0.9309,0,0,0,0,0,1.625,6.515
2016/3/28,6.5232,0.9835,0.015162151,0.0064,3.099556918,2.3,1.1,1.622,6.5232
2016/3/29,6.506,1.047,0,0,0,0,0,1.626,6.506
2016/3/30,6.4841,1.0082,0,0,0,0,0,1.634,6.4841
2016/3/31,6.4612,1.0719,0,0,0,0,0,1.767,6.4612
2016/4/1,6.4585,1.0682,0,0,0,0,0,1.644,6.4585
2016/4/5,6.4663,1.1437,0,0,0,0,0,1.623,6.4663
2016/4/6,6.4754,1.1109,0,0,0,0,0,1.613,6.4754
2016/4/7,6.4707,1.2179,0,0,0,0,0,1.6083,6.4707
2016/4/8,6.4733,1.1988,0,0,0,0,0,1.61,6.4733
2016/4/11,6.4649,1.1871,0,0,0,0,0,1.615,6.4649
2016/4/12,6.4616,1.134,0,0,0,0,0,1.623,6.4616
2016/4/13,6.4591,1.1611,0,0,0,0,0,1.626,6.4591
2016/4/14,6.4891,1.1432,0,0,0,0,0,1.629,6.4891
2016/4/15,6.4908,1.1621,0,0,0,0,0,1.625,6.4908
2016/4/18,6.4787,1.1337,0,0,0,0,0,1.628,6.4787
2016/4/19,6.47,1.119,0,0,0,0,0,1.634,6.47
2016/4/20,6.4579,1.0808,0,0,0,0,0,1.648,6.4579
2016/4/21,6.4803,1.0558,0,0,0,0,0,1.659,6.4803
2016/4/22,6.4898,1.0399,0,0,0,0,0,1.668,6.4898
2016/4/25,6.512,1.0222,0,0,0,0,0,1.675,6.512
2016/4/26,6.4882,0.9902,0,0,0,0,0,1.666,6.4882
2016/4/27,6.4837,1.0588,0,0,0,0,0,1.654,6.4837
2016/4/28,6.4954,1.0623,-0.000691467,0.0053,3.072666933,2.3,1,1.651,6.4954
2016/4/29,6.4589,1.0563,0,0,0,0,0,1.749,6.4589
2016/5/3,6.4565,1.093,0,0,0,0,0,1.6333,6.4565
2016/5/4,6.4943,1.1195,0,0,0,0,0,1.63,6.4943
2016/5/5,6.5128,1.1597,0,0,0,0,0,1.631,6.5128
2016/5/6,6.5202,1.1226,0,0,0,0,0,1.63,6.5202
2016/5/9,6.5105,1.1308,0,0,0,0,0,1.629,6.5105
2016/5/10,6.5233,1.146,0,0,0,0,0,1.629,6.5233
2016/5/11,6.5209,1.1725,0,0,0,0,0,1.629,6.5209
2016/5/12,6.4959,1.1495,0,0,0,0,0,1.63,6.4959
2016/5/13,6.5246,1.203,0,0,0,0,0,1.632,6.5246
2016/5/16,6.5343,1.1705,0,0,0,0,0,1.635,6.5343
2016/5/17,6.52,1.158,0,0,0,0,0,1.641,6.52
2016/5/18,6.5216,1.096,0,0,0,0,0,1.641,6.5216
2016/5/19,6.5531,1.113,0,0,0,0,0,1.64,6.5531
2016/5/20,6.551,1.106,0,0,0,0,0,1.638,6.551
2016/5/23,6.5455,1.12,0,0,0,0,0,1.634,6.5455
2016/5/24,6.5468,1.07,0,0,0,0,0,1.632,6.5468
2016/5/25,6.5693,1.0681,0,0,0,0,0,1.631,6.5693
2016/5/26,6.5552,1.1101,0,0,0,0,0,1.631,6.5552
2016/5/27,6.549,1.0941,0.011417105,0.0052,3.08559207,2,1,1.631,6.549
2016/5/31,6.579,1.1341,0,0,0,0,0,1.72,6.579
2016/6/1,6.5889,1.1562,0,0,0,0,0,1.636,6.5889
2016/6/2,6.5688,1.2137,0,0,0,0,0,1.634,6.5688
2016/6/3,6.5793,1.3132,0,0,0,0,0,1.629,6.5793
2016/6/6,6.5497,1.2671,0,0,0,0,0,1.628,6.5497
2016/6/7,6.5618,1.2911,0,0,0,0,0,1.63,6.5618
2016/6/8,6.5593,1.3037,0,0,0,0,0,1.63,6.5593
2016/6/13,6.5805,1.3849,0,0,0,0,0,1.63,6.5805
2016/6/14,6.5791,1.3524,0,0,0,0,0,1.63,6.5791
2016/6/15,6.6001,1.3854,0,0,0,0,0,1.63,6.6001
2016/6/16,6.5739,1.3665,0,0,0,0,0,1.622,6.5739
2016/6/17,6.5795,1.3269,0,0,0,0,0,1.625,6.5795
2016/6/20,6.5708,1.2701,0,0,0,0,0,1.63,6.5708
2016/6/21,6.5656,1.2315,0,0,0,0,0,1.639,6.5656
2016/6/22,6.5935,1.2437,0,0,0,0,0,1.647,6.5935
2016/6/23,6.5658,1.1867,0,0,0,0,0,1.642,6.5658
2016/6/24,6.5776,1.3188,0,0,0,0,0,1.635,6.5776
2016/6/27,6.6375,1.387,0,0,0,0,0,1.628,6.6375
2016/6/28,6.6528,1.396,0.019703085,0.0046,3.081640209,1.9,0.8,1.63,6.6528
2016/6/29,6.6324,1.3416,0,0,0,0,0,1.628,6.6324
2016/6/30,6.6312,1.3661,0,0,0,0,0,1.737,6.6312
2016/7/1,6.6496,1.3478,0,0,0,0,0,1.617,6.6496
2016/7/5,6.6594,1.4764,0,0,0,0,0,1.607,6.6594
2016/7/6,6.6857,1.4635,0,0,0,0,0,1.599,6.6857
